FacultyArea,InstitutionType,ReviewText,AverageRating,Sentiment
Matematik,lise,"Okuduğumuz okulun en kaliteli, en güzel, en biricik, en yegane, dersi sevdiren, sıcakkanlı ve okulumuzun tek neşesi Neşe hocamız on üzerinden onu hakeden, dört dörtlük bir öğretmendir. Ona yapılan her türlü haksızlık bizim kendi şahsımıza yapılmış kabul ederiz, ona göre.",5.0,1.0
Mühendislik Fakültesi,üniversite,Kalite insan.,3.2,
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Gerek para teorisi ve politikası gerekse Türkiye ekonomisi derslerini bu kadar net ve anlaşılır anlatılamaz diye düşünüyorum. Keşke diğer iktisat derslerini de kendisinden almak mümkün olsaydı. Derste dediğim dedik olsa da en azından öğrenmenizi sağlıyor ya, işte o mükemmel.",4.8,1.0
Mühendislik Fakültesi,üniversite,Hocam bu yazıyı okuyorsan Allah rızası için şu yazılıda milleti geçir. Dersi anlatmıyorsun bari millete takma.,2.6,
Felsefe,lise,İyi hoca.,4.8,1.0
Güzel Sanatlar Fakültesi,üniversite,Hocaların hocası Müsevver hocam.  ,4.0,1.0
Güzel Sanatlar Fakültesi,üniversite,"Keşke bütün lisans dönemim boyunca derslerime girsin dediğim, hayran olduğum hocam. Keyifli, anlaşılır, unutulmaz dersler işledik birlikte. Çok çok seviliyorsunuz, daha ne olsun? ;)",4.55,1.0
Fizik,lise,Gerçekten başarılı bir öğretmen.,3.8,1.0
Mühendislik Mimarlık Fakültesi,üniversite,"Mikrobiyolojiyi bana sevdirdi, çekilebilir hale getirdi ve mikroskopta görüntü bulmayı öğretti. Çok anlayışlıdır, yardımseverdir, elinden gelen herşeyi yapar, çok iyi niyetlidir.",4.4,1.0
Kimya,lise,Bayılıyorum Levent Hoca'ya.,4.2,1.0
Matematik,lise,Bence iyi bir hoca değil.,2.7,
Türk Dili ve Edebiyatı,lise,İyi bir hoca sayılır ama emekliliği geldi bence.,2.6,
İngilizce,lise,Berbat bir hoca.,2.2,0.0
Matematik,lise,Harika bir hoca.,4.2,1.0
Fizik,lise,"Ayhan Hoca bir kere anlatsın, siz artık fizikçisinizdir. Hayata katarak, yaşayarak öss sorularını yakalar. Ayrıca derslerini heyecanla bekleyen çok kişi vardır.",4.2,1.0
Mühendislik Fakültesi,üniversite,"Yüzyetmiş kişiden yüzotuzunu bırakan, malesef bu ülkenin öğretim üyelerinden bir tanesi.",1.2,0.0
Fen Edebiyat Fakültesi,üniversite,Hayatımda ondan ders aldığım için çok şanslıyım diyebildiğim birkaç insandan birisi. Birşey öğrenmeye meraklı herkese inanılmaz hoşgörülüdür ama tembele toleransı yoktur. İyi ki de yoktur. İyi ki de vardır.,4.8,1.0
Yabancı Diller Bölümü,üniversite,Dünyanın en tatlı ve kafadar İngilizce hocası olmaya adaydır kendisi.,4.8,1.0
İngilizce,lise,"Huyunu iki yıldır dersine girmeme rağmen öğrenemediğim, sıradışı, sinirli, bazen komik birisi.",2.6,
Coğrafya,lise,Annemden hiçbir farkı yok. :),4.1,1.0
Biyoloji,lise,İyi kadındır kendisi.,3.8,1.0
Biyoloji,lise,"Severim, iyi birisi. :)",4.47,1.0
Beden Eğitimi,lise,Kendisini çok seviyorum. :),4.53,1.0
Beden Eğitimi,lise,Çok sert biri.,2.2,0.0
İngilizce,lise,Her zaman sizi hürmetle hatırlayacağız hocam.,4.8,1.0
Matematik,lise,Harika bir öğretmen.,5.0,1.0
Türk Dili ve Edebiyatı,lise,Çok muhteşem bir hoca gerçekten.,4.4,1.0
Fen Edebiyat Fakültesi,üniversite,"Okulumuzda yayın yapan akademisyenler arasında 2. sıraya sahip, iyi bir hocamızdır. Dersleri çok zevkli geçer ve oldukça anlaşılır şekilde ders işler. Analitik kimya alacaksanız bu hocamızdan dinlemelisiniz.",4.4,1.0
Fen Edebiyat Fakültesi,üniversite,"Niğde Üniversitesi Kimya Bölümü'nün en iyi hocalarındandır. Hiç yormaz, anlayışlıdır, girdiği tüm derslere hakimdir. Öğrencileriyle müthiş bir diyaloğu vardır. Onu sevmemeniz ve dersine isteksiz girmeniz mümkün değil. Yardımcı doçent kadrosunu geçtiğimiz günlerde alan hocamıza başarılar diliyorum.",4.4,1.0
Fen Edebiyat Fakültesi,üniversite,"Espirili, bazen ciddi, öğrencileri seven ve ılımlı yaklaşan, oldukça genç bir hocamız. Kendisine başarılar diliyorum.",4.8,1.0
İngilizce,lise,Eğitim hayatınız boyunca ender rastlayabileceğiniz bir hoca.,4.2,1.0
Kimya,lise,Şu anda tıp okumamdaki en güzel etken canım Meral hocam. Çok emeği geçti bize. Bir konuyu bir kez anlatması yeterliydi. En başarısız arkadaşım bile lise 2'de öss kimya sorularını şakır şakır çözebilmiştir. Hocam tüm emekleriniz için size minnettarım.,4.4,1.0
Eğitim Fakültesi,üniversite,"Dersi öğrencilere anlattırarak dönem bitiren, faydasından çok zararı olan, çok az öğrencinin memnun olduğu bir şahıs. Kesinlikle üniversite hocası olmayı hak etmeyen, asla bilimadamı olamayacak isim.",4.38,1.0
Meslek Yüksekokulu,üniversite,Kapıdayım hocam. :),4.8,1.0
Matematik,lise,Her öğrencinin hayatında bir dönüm noktası olan hocası vardır. Benim için de Şule hocam öyle. Ders anlatımından öğrenciye ilgisine kadar herşeyiyle dört dörtlük bir insandır. Her şey gönlünüzce olur inşallah hocam.,4.6,1.0
Mühendislik Fakültesi,üniversite,"Zaten dersi sadece ben almıştım, bu yüzden çok rahattı. Teşekkür ederim hocam.",4.6,1.0
Matematik,lise,Selen Hoca mükemmel.,3.8,1.0
İngilizce,lise,İyi bir öğretmen.,1.0,0.0
Felsefe,lise,Şişli Endüstri'den başka bir liseye gitti.,3.3,
İngilizce,lise,Okulumuzdan ayrılan bir öğretmen.,5.0,1.0
Hukuk Fakültesi,üniversite,Anlatılmaz yaşanır. :),3.2,
Hukuk Fakültesi,üniversite,"Güleryüzü, içten tavırları, mükemmel ders anlatışı, duyarlılığı ve öğrenciye olan saygısıyla gönüllere taht kurmuştur. İdol olası, örnek alınası, ilham kaynağı bir hocadır. Gelecekte hocaların hocası olacağından hiç şüphem yoktur. :)",4.7,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,Bana gerçekten hem kişilik hem de işini düzenli ve en güzel şekilde  yapma noktasında bir örnek. Ders anlatımı çok iyi ve her zaman gerek mail gerek telefon ve de yüz yüze görüşmek için kolaylıkla  hocama ulaşabiliyorum. Hocadan başka ne istenir ki? Teşekkürler hocam.,3.48,
Mühendislik Mimarlık Fakültesi,üniversite,"Hani işte görünüşü iyi gibi ama bilmiyorum niye ders noktasında kendini geliştirmiyor. Öğrencinin soru sormasına neredeyse izin vermiyor. Sorsa da ağzına tıkıyor lafı. Sonuç itibariyle siz öğretici konumundasın, biz de öğrenici konumundayız. Soru sormak en doğal hakkımız.",2.0,0.0
Mühendislik ve Mimarlık Fakültesi,üniversite,"Hocam, sizden bir şeyler öğrenmek bizim için bir şans.",3.48,
Mühendislik ve Mimarlık Fakültesi,üniversite,"Prof. Dr. Okay EROSKAY jeoteknik laboratuvarını kuran hoca. Karayolu, köprü, baraj gibi sayısız projenin başını çekmiş hoca. Alçakgönüllü, mütevazi, babacan üslup.",3.8,1.0
Mühendislik ve Mimarlık Fakültesi,üniversite,"Kompleks yok, sade vatandaş, beyfendi. Öğrenci bilmediği için sorar der ve en vasat soruyu gerekli nezaketle yanıtlar.",4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Sınavlarda gerçekten çok zor sorar(dı). Ders anlatımında kendisi tanıdığım en iyi hocalardan biridir. Beyefendiliği ise görülmeye değer.,4.6,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Kişilik olarak kendisini tanımam pek fazla ancak ders anlatımı konusunda çok da başarılı olmadığı düşüncesindeyim.,3.1,
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Elleri öpülesi, mukaddes insan. Gerek derslerde yardımı ile, gerekse moral motivasyon vermesi ile muhteşem bir hoca ve kişiliktir.",5.0,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,"Öğrenci dostu bir hocadır, tüm dertleriyle ilgilenir. Ayrıca kulüp, dernek çalışmalarına desteği tamdır. Nadir bulunan bir hocadır. Kendisinden ders aldığım için kariyerim boyunca kendimi hep şanslı hissedeceğim.",4.92,1.0
Hukuk Fakültesi,üniversite,"Bilginin erdemine inanan, öğrenciye katkıda bulunan, realist ve karakterli bir hocadır. Dersini üç senede verebildim ama çalıştığım gün geçtim.",2.9,
İngilizce,lise,Bu okula fazla.,4.6,1.0
Müzik,lise,"Böyle bir öğretmene sahip olduğum için çok şanslıyım. Kendisi çok değerli, mükemmel bir karaktere sahip bir insan. Herşeyden önce bizlere karşı saygı ve sevgi besleyen bir tutum içerisinde. Eminim benim gibi birçok öğrenci tarafından seviliyordur. İnsanlığıma kattığı güzellikler için teşekkür ederim.",5.0,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Mimarlık eğitimi hayatımda sadece çizim ve laf yapmanın dışında hayat ve mimarlık hakkında fikirlerimizi değiştiren bir hocadır. Kendisine saygı düzeyinde hayranlığımız vardır. Ders anlatım sırasındaki pozitifliği bize yaklaşımı anlatılamaz. Mezun olmayıp ondan birkaç ders daha almak isterdim.,4.64,1.0
Sosyal Bilimler Meslek Yüksekokulu,üniversite,Dersimize girmez fakat sınavlarda nedense bizden daha stresli olur. Hocam sınavlarda az konuşun dikkat dağıtmayın lütfen.,2.21,0.0
İngilizce,lise,"Öğrencisinin iyi yerlere gelmesini istiyor, bunun için üstüne düşeni fazlasıyla yapıyor. Bizden daha çok çalışıyor desek yeridir. Değişik konularda o kadar çok bilgisi var ki bunu neden tutuyor aklında dedirtiyor. :) En önemlisi bizi ciddiye alıp dinliyor. Yüksek lisansa hiç kabul edilmesin, gitmesin.",4.13,1.0
Matematik,lise,Tek kelime ile muhteşem bir öğretmen. :) Lakin biraz sabırsız ama süper onun haricinde.,2.4,0.0
Tarih,lise,"Çok iyi anlatıyor fakat fazla vurdumduymaz. :) Hiç umursamaz, dersi anlatır çıkar gider ama özde süper bir hoca. :)",2.6,
Türk Dili ve Edebiyatı,lise,İyi bir hoca.,3.6,1.0
Almanca,lise,İyi bir hocadır.,4.2,1.0
İngilizce,lise,"Süper ders anlatıyor. İngilizce arada Almanca. Bir sürü de kültürel bilgi veriyor. Çok zeki. :P Sınavları biraz zor. Okula gelmemezlik yapmıyor ama yine de çok seviyorum hocamı. Simsiyah saçlarıyla Özgü Namal'a benziyordu, sarışın oldu. :)",4.13,1.0
Mühendislik Mimarlık Fakültesi,üniversite,"Ders anlatımı çok başarılı, çok farklı bir anlatım tarzı var. Diğer derslerden çok farklı işliyoruz. Mimarlığı sevdim sayesinde.",4.64,1.0
İngilizce,lise,Bunca olumsuzluklara karşı hala seviyorum onu. Hem de çok bir tanesin sen hocam.,3.4,
Coğrafya,lise,Melek gibi bir hoca. Üç senedir baş tacım.,3.8,1.0
Tarih,lise,İyi bir öğretmen.,4.87,1.0
Matematik,lise,"Beyhan hoca dersi öğrencinin diliyle anlatır. Başkaları gibi derste terör estirmez. Dersi biz anlayınca kadar anlatır. ""Unutma, hatırla, uyuma"" gibi sözcüklerle detayları kaçırmamamızı ve konuları pekiştirmemizi sağlar. Onu sevmeyen kesinlikle içten değildir. Seneye sınıf öğretmenimiz oluuun.",5.0,1.0
Matematik,lise,Bir öğretmenden (günümüz öğretmenlerinden) beklenmeyecek derecede mükemmel bir ders anlatımına sahip. Kırkbeş dakika dersin elli dakikasını kullanır. Yazılıda hep defterden sorar fakat sorular zordur. Kelime manasıyla tam bir öğretmen.,3.47,
Matematik,lise,"Normal matematikçiler gibi değil. Ata Demirer, Cem Yılmaz, matematikçi karışımı birşey. Çok komik bir insan. Ayrıca yardımsever.",4.2,1.0
Tarih,lise,"Kendisi iyi adamdı, öğrenci severdi. Şimdi polis oldu ama Ali hocamı severim ben. :)",4.0,1.0
Biyoloji,lise,Funda hocam muhteşem bir insan. Şu ana kadar gördüğüm en iyi biyoloji öğretmeni. Çok sevecen ve sıcakkanlı. Süpersin hocam. :D,3.1,
Güzel Sanatlar Fakültesi,üniversite,"Çok anlayışlı, yardımsever ve bilgili bir öğretmen. Bir arkadaş, bir ağabey gibi bizlere çok iyi öğütler verip çok iyi yönlendiriyor. Kadir hocama her şey için çok teşekkür ediyorum.",4.77,1.0
İngilizce,lise,Süha hocamın Karşıyaka Lisesi değil ciddi anlamda bir fen lisesinde eğitim vermesi gerektiğini düşünüyorum. Gerçekten dört dörtlük bir öğretmen. Herşeyin en iyisine layık.,4.6,1.0
Fizik,lise,Bu adam nasıl hoca olmuş anlamak gerçekten güç. Bir de Karşıyaka Lisesi gibi kaliteli bir okula alınması gerçekten akıllara durgunluk veriyor.,1.0,0.0
Fizik,lise,Anlattığı ders hiç anlaşılmaz. İnsan sıkıntıdan bunalır. Sınıfın yarısı uyur.,3.85,1.0
Mühendislik Fakültesi,üniversite,Kötü bir hoca.,2.5,
Eğitim Fakültesi,üniversite,"Hocamız derste öğrencileriyle tek tek ilgilenir. O kadar işine yoğunlaşmıştır ki tatil yapmayı unutur. O kendisini bilime adamış akademisyendir. Benim üniversitedeki ailemdir kendisi. Not konusunda taviz vermeyen tek insan. Adaletlidir kendisi. Onu çok seviyoruz Türkçe Bölümü olarak iyi ki varsınız hocam. Bir öğrencinin başına gelebilecek en iyi hocadır kendisi. Canım hocamın ""Türkiye Türkçesinde Zaman"" kitabı çıktı, tüm Türkçe Bölümüne duyurulur. Sizi çok seviyorum, Aibü'deki tek favori hocam.",4.8,1.0
Mühendislik Fakültesi,üniversite,Sevdiğim bir hocadır. Dersi yavaş ama etkili bir şekilde anlatır. Ders anlattığı sırada el ve kol hareketleriyle dersi daha iyi anlamamızı sağlar.,2.5,
Coğrafya,lise,"Cevdet'ciğim, yıl 1979, Bademdere, Davut Sağdıç.",5.0,1.0
Eğitim Fakültesi,üniversite,Tek dersten okul uzattıran bir hoca. Otuz yıldır araştırma görevlisidir.,1.4,0.0
Matematik,lise,Ah Didem ah.,4.8,1.0
İngilizce,lise,"Çok iyi bir insan. Sevecen, güleryüzlü, yeri ayrı tutulacak hocalar arasında benim için. Teşekkürler Duygu Reyiz. :)",5.0,1.0
Güzel Sanatlar Fakültesi,üniversite,"Bir insanın eğitim hayatı boyunca, o kadar öğretmeni arasında unutamayacağı ya bir ya iki hocası olur. Kadir Ceran unutamayacağım hocalarımdan biri.",4.77,1.0
Güzel Sanatlar Fakültesi,üniversite,"Bir öğrencinin hayatında bilgi alması gereken en önemli hocamızdır Kadir Ceran. Benim tanıdığım, hayat ve iş tecrübesinin yanı sıra bilgi açısından en donanımlı kişidir. Diğer öğrenci arkadaşlarımında sonuna kadar bana katılacağına inanıyorum. Kadir Hoca'ya saygılar sevgiler.",4.77,1.0
Makina Teknolojisi,lise,Kelimelerle anlatılamayacak kadar özel bir hocadır Mustafa Aksakal. Unutamadığım ender insanlardansınız. Öğrettikleriniz için sonsuz teşekkür ederim.,5.0,1.0
Güzel Sanatlar Fakültesi,üniversite,Tartışmasız Okan Üniversitesi Endüstri Ürünleri Tasarımı Bölümü hocalarının arasında en donanımlı kişidir. Hocalığın yanısıra hemde bir arkadaş gibidir. Bugüne kadar öğrettiklerinden ve iyi niyetli yaklaşımından dolayı kendisine sonsuz teşekkür ederim.,4.77,1.0
Güzel Sanatlar Fakültesi,üniversite,"Karaktere ve bilgiye saygı duyar. Öğrencileriyle ilgili, herkese karşı eşit, alanında en iyilerinden birisi. Bilgisayardan maksimum faydalanıyor. Çağdaş, açık fikirli ve şeffaf bir insandır. Kendisinden ders alabildiğim için kendimi çok şanslı hissediyorum. Hoca değil ""abi""dir.",4.77,1.0
Matematik,lise,"Bana matematiği sevdiren, bana okumayı sevdiren öğretmen. Senin gibi bir matematik ögretmeni olmak için elimden geleni yapacam hocam. İdolümsünüz.",4.6,1.0
Fen Edebiyat Fakültesi,üniversite,Herşey iyi güzel de sınav soruları niye böyle yaa? :(,2.6,
Fen Edebiyat Fakültesi,üniversite,Adam gibi adam.,4.6,1.0
Fen Edebiyat Fakültesi,üniversite,Ah hocam ahh...,2.4,0.0
Din Kültürü ve Ahlak Bilgisi,lise,Çok kaliteli bir öğretmen.,1.0,0.0
Matematik,lise,İnsana eşek yüküyle ödev veren bir hocadır. Ödevlerinin zor olmasının yanı sıra sınavları da aşırı zordur.,3.47,
Matematik,lise,Çankaya Milli Piyango Anadolu Lisesi (Betül Can Anadolu Lisesi) tarihindeki en sevecen hocadır. Diğer hocaların aksine kendisi örnek bir insandır. Ayrıca hayvan sever birisidir kendisi. :),5.0,1.0
Türk Dili ve Edebiyatı,lise,"Merhabalar Filiz Hanım, Konya'dan selam ve sevgiler. Güzel günlerin hakkı vardır  üzerimizde, hakkınızı lütfen helal ediniz.  Keşke size bunu bizzat söyleyebilseydim. İnanın çok isterim. Sevgiyle kalın, umutla kalın, hoşça kalın.",5.0,1.0
Fen Edebiyat Fakültesi,üniversite,Ders anlatımı mükemmel bir hoca olduğunu söyleyebilirim dersi konusunda. Sayesinde çok şey öğrendim. Tek eksik yönü var. Ders konusunda ona yanlış yaptığınızda bütün öğrencileri aynı kefeye koyabiliyor. Örneği benimdir. Bir harf oynatmasını istedim ama olmadı ve okuldan atıldım. Canınız sağolsun hocam.,4.2,1.0
İngilizce,lise,Sizi çok özledim.,4.2,1.0
Din Kültürü ve Ahlak Bilgisi,lise,:),4.6,1.0
Biyoloji,lise,Bu hocayı seviyorum. :),3.7,1.0
İngilizce,lise,Sınavları dışında herşey güzel. :),4.3,1.0
İngilizce,lise,Siz bir tanesiniz hocam. :) Sizi çok seviyoruz.,5.0,1.0
Felsefe,lise,Lütfen hiç gitmeyin. Bilfen'de sizin gibi öğretmenlere ihtiyacimiz var.,5.0,1.0
Türk Dili ve Edebiyatı,lise,"Tek kelime ile mükemmel bir öğretmen çok iyi bir örnek. İdealist, anlayışlı, samimi, dürüst. Saygı ve sevgilerimle değerli hocam.",4.6,1.0
Matematik,lise,"Disiplinli, devamsızlığımın sebebi öğretmen.",4.0,1.0
Rehberlik,lise,"Hocamı çok seviyorum. :) Kendisi en iyi, en başarılı hocamdır. Sevgiler. 
Murat Barış :)",4.6,1.0
Türk Dili ve Edebiyatı,lise,Hocam biraz iletişim becerinizi geliştirmelisiniz. Çok seviyoruz sizi.,3.4,
Matematik,lise,Matematiğe zevk katan ender parçalardan bir tanesi. :),4.8,1.0
Tarih,lise,En büyük BALİ başka büyük yok!,3.9,1.0
Türk Dili ve Edebiyatı,lise,Saygılar hocam.,2.8,
Kimya,lise,"Sana göre net, bana göre internet. :)",3.3,
Resim,lise,Kimse yerini tutamaz.,5.0,1.0
Tarih,lise,Sınıfça olmasak bile çok memnunuz.,4.0,1.0
Mühendislik Mimarlık Fakültesi,üniversite,Sıkıntı.,1.0,0.0
Resim,lise,Yavuz Hoca dersleri dikkatli anlatıyor.,5.0,1.0
Matematik,lise,Zerrin Hoca dersi mükemmel anlatıyor.,5.0,1.0
Meslek Dersleri,lise,Sizi çok seviyorum öğretmenim. :) Sizi üzgün gördüğüm zaman ben de çok üzülüyorum. Sizi mutlu görünce bende çok mutlu oluyorum. :) Dersleri çok güzel anlatıyorsunuz. :) Her şey için çok teşekkür ediyorum. :),4.2,1.0
Eğitim Fakültesi,üniversite,"Valla çok iyi ve güleryüzlü, tatlı bir insan. :)",4.0,1.0
Hukuk Fakültesi,üniversite,"Kısa sürede tanışma fırsatını yakalamış isem de gerçekten bu kadar duyarlı, bu kadar özverili ve net bir öğretmen olmadı hayatımda. Hocamızın öğrencileri önemsediği ve özen gösterdiği gün gibi aşikar. Esasen yargıda bu tarzda insanların olmasını gönül istiyor. Saygılarımla...",4.31,1.0
Tarih,lise,Sizi çok seviyorum öğretmenim. :) Dersleri süper anlatıyorsunuz. :) Bize espriler yapıyorsunuz. :) Derslerimiz hem öğretici hem eğlenceli geçiyor. :) Siz süper bir öğretmensiniz. :),4.2,1.0
Matematik,lise,Sizi çok seviyorum öğretmenim. :) Dersleri çok güzel anlatıyorsunuz. :) Bizim başarımız için elinizden gelen her şeyi yapıyorsunuz. :) Her şey için çok teşekkür ederim. :),4.4,1.0
Matematik,lise,Sizi çok seviyorum öğretmenim. :) En son 9. sınıfta dersime girmiştiniz. :) Matematiği zaten çok seviyordum. :) Sizinle birlikte daha fazla sevmeye başladım. :) Siz çok iyi bir öğretmensiniz.,4.0,1.0
Meslek Dersleri,lise,Sizi çok seviyorum öğretmenim. :) O kadar sıcakkanlı ve güleryüzlüsünüz  ki sanki hayatta hiç derdiniz yokmuş gibi hep mutlusunuz.,4.0,1.0
Felsefe,lise,Sizi çok seviyorum öğretmenim. :) Siz çok iyi birisiniz ve dersleriniz çok zevkli geçiyor. :),4.2,1.0
İngilizce,lise,Sizi çok seviyorum öğretmenim. :) Dersleri çok güzel anlatıyorsunuz ve öğrencilerinizle arkadaş gibi sıcak ve samimisiniz. :),4.2,1.0
Biyoloji,lise,Öğretmenimi çok seviyorum. Derslerde elinden geldiğinden daha fazlasını öğretmeye çalışıyor. :),4.2,1.0
Güzel Sanatlar Fakültesi,üniversite,Özcan Menekşe'den daha iyi bir hocayla okul hayatım boyunca karşılaşmadım. Yardım etmek için öğrencinin talebiyle doğru orantılı olarak elinden geleni ardına koymayan bir öğretmen.,4.4,1.0
Tarih,lise,Tek kelimeyle mükemmel bir tarih öğretmenidir.,5.0,1.0
Biyoloji,lise,"Bana bir gün ""Sen niye sayısal seçtin? Sözel okusaydın ya! Sayısal zor bir bölüm senin için"" demişti. Ben şu an doktora yaparken, yıllar önce söylediği sözleri hatırlayıp ""yanılmışsın Ömer Hocam"" diyorum.",1.2,0.0
Fizik,lise,Anlattığı dersi anlamak için dinlemeniz yeterli. Tahtayı o kadar düzenli kullanır ki ders kitabı yanında düzensiz kalır.,4.6,1.0
Fen Edebiyat Fakültesi,üniversite,Mesleğine ve karşısındaki insana kim olursa olsun saygı duyan bir insan. Hocalık konusunda da elinden gelenin en iyisini yapmaya çalışan ve bunda da başarılı olan bir hocamızdır.,4.8,1.0
Fen Edebiyat Fakültesi,üniversite,Yaptığı sınavlarda mutlaka öğrencinin yapamayacağı en az 30-40 puanlık soru vardır. Derste çözdüğü örneklere çalışıp sınava girerseniz sadece sorulara bakarsınız.,1.8,0.0
Fen Edebiyat Fakültesi,üniversite,Geçme notu 60 olmasına rağmen 90'lık çalışmadıysanız kalırsınız.,1.0,0.0
Fen Edebiyat Fakültesi,üniversite,Hala tepegöz kullanan nadir hocalardan biridir. Çok iyi niyetli olmasına rağmen otorite eksikliği var.,3.2,
Fen Edebiyat Fakültesi,üniversite,Öğrencilerini umursamayan ve zor soru sormayı marifet zanneden hocalarımdan biriydi.,1.4,0.0
Fen Edebiyat Fakültesi,üniversite,Bir hoca hem fiziği hem matematiği hem de bilgisayarı ancak bu kadar iyi anlatabilir.,3.6,1.0
Fen Edebiyat Fakültesi,üniversite,Derste yaptığı espriyi bile sınavda sorabilecek bir hoca.,2.0,0.0
Fen Edebiyat Fakültesi,üniversite,Öğrencinin iyiliğini düşünür.,4.4,1.0
Fen Edebiyat Fakültesi,üniversite,İyi niyetli bir hocadır.,2.8,
Fen Edebiyat Fakültesi,üniversite,Lakabı Şeker Ahmet.,4.6,1.0
Türk Dili ve Edebiyatı,lise,Anlatımını ve ilgisini çok beğeniyorum. :),4.4,1.0
Din Kültürü ve Ahlak Bilgisi,lise,Çok iyi bir hoca.,3.2,
Türk Dili ve Edebiyatı,lise,Çok zorladı çoooook çok. :P,1.0,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,Hocam çok iyi kalpli biri ancak kendisini geliştirmeye biraz ihtiyacı var. Biz hocamızın güleryüzüne bayılıyoruz.,3.4,
İktisadi ve İdari Bilimler Fakültesi,üniversite,Çok iyi bir araştırma görevlisi. Dersleri anlatışı ve öğrenciye yönelik ilgisi diğer hocalara da örnek olmalı diye düşünüyorum. Ayrıca sadece okul değil KPSS ve özel sektör hakkındaki bilgileri de inanılmaz. Hocamın rehberliğinde arkadaşlarım ve ben çok iyi işlere yerleştik. Size minnettarız hocam.,4.4,1.0
Yabancı Diller Bölümü,üniversite,Harika bir insan ve dersini anlamasam da harika bir öğretmen.,4.6,1.0
Matematik,lise,Teşekkürler.,4.2,1.0
Ziraat Fakültesi,üniversite,"Öğrencilerin nedense hep korktuğu ve çekindiği bir hoca ama ben bunu anlayamıyorum. :) Sadece belli kuralları ve standartları var. Saygı çerçevesi içinde her şeyinizi paylaşabilirsiniz. Fakat bu ""çerçeve"" günümüz hocalarının pek çoğunda olmadığı için yadırganan Nilgül Hoca gibiler oluyor.",4.2,1.0
Hukuk Fakültesi,üniversite,Dersi inanılmaz monoton anlatıyor. Sert bir üslubu vardır ve dersin ortasında çıkanları hiç sevmez zaten izin de vermez. Ders olabildiğince sıkıcıdır ve öğrencilerin çoğu derste uyur.,1.6,0.0
Hukuk Fakültesi,üniversite,Kişi olarak çok iyi bir insan ancak dersi çok monoton anlatıyor. Çok fazla bilgiye sahip ancak ders aktarım konusunda maalesef başarılı değil.,1.8,0.0
İngilizce,lise,"Kursuna katılmıştım ve denildiği gibi değildi. Çok acemi ve kafa karıştırıcı bir eğitim tarzı var.  Ders anlatımı çok karmaşık, İngilizce bilgisi kesinlikle yeterli değil. Kısacası berabat. Hiç tavsiye etmiyorum.",1.47,0.0
Felsefe,lise,Adam King. Psiko işte... Adı yeter! Adam marka olmuş zaten. :D Çok yakında franchisingleri verecekmiş. :D,4.2,1.0
Coğrafya,lise,"Tek kelimeyle harika bir hoca. Belki derslerinde bilgisayar da kullanabilirdi ama olsun. Dersleri çok detaylı işlemesine bayılıyorum. Ayrıca tam bir devlet memuru. :) Yani, giyimi olsun, traşı olsun, Bond çantası olsun... Kişiliği de ders anlatımı kadar güzel. İstanbul Beyefendisi. :)))",4.6,1.0
Matematik,lise,Hocam bir tane. Onun gibi bir hoca yok. Hem mesleki hem insani yönü mükemmel. Alanında zaten çok iyi zeki bir adam. Bütün güzel sıfatlar ona yakışır. Başarılarının artarak devam etmesini dilerim hocamın. Hep başarılı ve mutlu olsun. Her şeyin en güzeline layık o.,5.0,1.0
Matematik,lise,Okulda pek sevilmez.,1.6,0.0
Mühendislik Fakültesi,üniversite,"Kendisiyle ilgili anlatılacak bir dünya konu var. İyi bir yapı mekaniği mühendisidir. Bölümün Ergün Hoca'dan sonra en popüler hocasıdır. Ne eski dinazor hocalara, ne de yeni nesil hocalara benzer, tam ortadadır. Gerçekten buraya yazılacak çok şey var. :) Ergün hocayla ikisi birkaç kelimeyle ifade edilemezler.",2.9,
Mühendislik Fakültesi,üniversite,"Statik ve mukavemet gibi zor bölüm derslerini Seval Hoca ile beraber çok güzel ve akıcı anlatır. Sevecen ve hoşgörülü, güleryüzlü bir hoca. Eğer sınavları kolay sorsaydı Kocaeli İnşaat Mühendisliği kalitesinde oynamalar olurdu. Verdiği derslerin 2. ve 3. alışta daha iyi anlaşıldığı esprisini her yıl yapar.",4.27,1.0
Mühendislik Fakültesi,üniversite,"Üniversitede ki en popüler hocalardan biridir. Zeki ve enterasan tavırlarıyla dikkat çekmiş, ilginç bir ders verme tarzı ve notlandırması olan, ileri derecede C/C++ veri yapıları ve algoritma bilgisine sahip bir hocadır. Çoğu bölüm hocasının kariyerini ve bilgisini beğenmediği için ayrı bir köşede yer alır.",2.5,
Mühendislik Fakültesi,üniversite,İnsanlık olarak çok iyi bir hocadır. Tüm kararlarını öğrenci iyiliğine kullanır.,4.7,1.0
