FacultyArea,InstitutionType,AverageRating,Kolaylık,Anlaşılırlık,DersAnlatımı,Erişilebilirlik,Yardımseverlik,ReviewText,Sentiment
Matematik,lise,3.2,1,4,4,2,5,Matematikte bir numara o ya.,
Tarih,lise,4.6,3,5,5,5,5,Yorum yok.,1.0
Bilişim Teknolojileri,lise,4.2,3,5,5,3,5,Her okula mutlaka böyle bir öğretmen gerekiyor. Süper bir öğretmen Barış Hocamız.,1.0
Hukuk Fakültesi,üniversite,1.0,1,1,1,1,1,Yorum yok.,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Dersini hiç sıkılmadan, keyifli dinlediğim ender hocalarımdan birisiniz. Bölümümde severek dinlediğim ders bir tek sizin dersiniz.",1.0
Matematik,lise,5.0,5,5,5,5,5,Matematiği bana sevdirdiği için sonsuz teşekkürler. :),1.0
Elektrik Elektronik Teknolojisi,lise,1.6,1,3,2,1,1,Hiç sevmiyorum. Dalga geçiyor benimle.,0.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Çok seviyorum!,1.0
Türk Dili ve Edebiyatı,lise,4.2,3,5,5,3,5,Çok güzel ders anlatır. Öğrencilerini çok sever. Çok sevdiğim bir öğretmendi. Hasan Yavuz /12 TM C,1.0
Din Kültürü ve Ahlak Bilgisi,lise,1.4,3,1,1,1,1,Hocamız kişilik ve karekter olarak çok iyi hoca ama sınıftaki 3-5 kişinin lafına kolayca inanıyor. Onun için de gözünden ben düşüyorum.,0.0
Türk Dili ve Edebiyatı,lise,2.0,1,1,1,4,3,"Okulun başlamasından bu yana burnumuzdan getirmiştir kendisi. Neden olduğu anlaşılmaz, bir dediği bir dediğini tutmamaktadır. Ayrıca not kırmak için elinden geleni yapar. En sevdiğim ders olan dil ve anlatımdan soğutmak konusunda üzerine düşeni fazlasıyla yerine getirmiştir.",0.0
İngilizce,lise,5.0,5,5,5,5,5,Yorum yok.,1.0
Türk Dili ve Edebiyatı,lise,4.4,4,4.5,4.5,4.5,4.5,"İyi, sorun yapmayan bir hoca.",1.0
Matematik,lise,3.73,1.33,5,5,3,4.33,Yorum yok.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,1.4,1,1,2.5,1,1.5,"İktisattan, okuldan, herşeyden soğutur. Dersini verenlere de uzaylı gözüyle bakılır. Çok tatlıdır çok!",0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.6,3.5,4,3.5,3.5,3.5,Yerli yersiz tahtaya kaldırır.,1.0
Biyoloji,lise,4.2,3,5,5,5,3,Ders anlatımı çok net.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Ders anlatımı ve yaklaşımı son derece profesyonel ve başarılı. Deneyimi ve bunları bizlere aktarmadaki mükemmelliği ise tartışılmaz.,1.0
Felsefe,lise,4.8,5,5,5,4,5,Kısacası kişiliğine hayran kaldığım bir hoca.,1.0
Meslek Yüksekokulu,üniversite,4.6,5,5,3,5,5,Yorum yok.,1.0
Muhasebe ve Finansman,lise,4.6,3,5,5,5,5,Hocam ders anlatmanız ve örnekleriniz çok iyi.,1.0
Almanca,lise,4.0,3,4,5,3,5,Ein sehr nette Lehrerin.,1.0
Hukuk Fakültesi,üniversite,3.4,1,5,5,1,5,Dünyanın en iyi öğretmenidir. Dünyanın kaç bucak olduğunu öğretir. :),
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Sistemli ders anlatımı, öğrenciye karşı davranışı, dersin takip edilebilirliğini ve anlaşılmasını sağlıyor. Deneyim ve bilgilerinden yararlanmak öğrenciler için büyük artı sağlamaktadır. Sunduğu imkanlar çok yerinde ve öğreticidir. Kendisini bu yönlerinden dolayı tebrik ediyorum.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Vedat Hoca çok değerli ve tek kelimeyle mükemmel bir hoca. Onun dersini aldığım için ve onu tanıma şansını bulabildiğim için kendimi ve sınıftaki arkadaşlarımı çok şanslı sayıyorum. Onun tecrübe, bilgi donanımından ve eğlenceli ders anlatımından çok memnunum. Keşke tüm dersleri ondan alabilseydim.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Ben Vedat Bey'in Beykent Üniversitesi Yönetim ve Organizasyon dersine katılıyorum. Konuları yaşamımızdan entellektüel yorumlarla açıklayarak anlatması hem öğrenmeyi kolaylaştırıyor hem de  dikkatimizi vermemizi sağlıyor. Web sitesini de görünce ne kadar şanslı olduğumu anladım. Emekleri için teşekkürler.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Sevgili hocamız ile tanışmış olmak ve ondan ders almak onur verici. Gençlere, eğitime ve gelişime vermiş olduğu katkılarından dolayı Vedat Akman hocama teşekkürü bir borç bilirim. Tüm hocalarımızın örnek alması gereken bir kişiliğe sahip.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Benim için bir ekol. Her dersini sabırsızlıkla bekliyorum. Tek kelimeyle harika bir hoca.,1.0
Türk Dili ve Edebiyatı,lise,2.6,4,1,1,5,2,Nötr bir insan.,
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Son derece değerli bir akademisyen.  Tanıdığımız ve kendisinden ders aldığımız için şanslıyız.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Yorum yok.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Vedat Hoca bugüne kadar gördüğüm en doğal, en donanımlı hoca. Bu konuda kendimi çok şanslı hissediyorum. Keşke herkesin bir kere bile olsa dersine girme olasılığı olsa.",1.0
Matematik,lise,3.0,1,5,5,1,3,Sizi seviyoruz hocam.,
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Kişiliği ve bilgisiyle hayallerime yön veren ender insanlardan birisidir.,1.0
Coğrafya,lise,3.4,5,1,5,1,5,"Gün gelir Beyazıt Meydanı'ndan, Sultanahmet'ten, Süleymaniye'den ve tüm deniz kenarlarından nefret eder insan... Geçmişe değil, kendine kızar. Bazen duymayacağını bildiğiniz halde bağırırsınız avazınız çıktığı kadar, sevgiliden, sevgiliye...",
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,Ders saatinin gelmesini istek ve merakla beklediğimiz saygıdeğer bir hoca. Konunun teorisinden ziyade pratiğine yönelik oldukça geniş bir yelpaze sunuyor. Çok keyifli ve içeriği zengin bir ders işleyiş şekli var. Mutlaka dersine girilmesi gereken bir hocamız. :),1.0
Hukuk Fakültesi,üniversite,4.31,3.39,4.63,4.56,4.45,4.52,"Değerli hocam İdris Hakan Furtun benim eğitim hayatımda en çok sevdiğim, değer verdiğim hocalarımdan birisidir. Gerçekten öğrencisine çok değer veren ve onların başarılı olması için uğraşan birisidir. Ben hocam sayesinde lisans tamamladığım okulda hukuk derslerinden çok kolay geçtim. Teşekkürler hocam.",1.0
Mühendislik Fakültesi,üniversite,2.36,1.53,3,2.74,2.42,2.11,İnsanların ne şartlarda okuduğunu düşünecek kadar asil bir eğitmen değil.,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,1.2,1,1,2,1,1,Kendisi tez jürimdeydi. Yazdıklarımı anlamamış olduğu belliydi. Kendimi ifade etmeme imkan vermedi. Danışmanlığını yaptığı bir arkadaşımı da üzmüş. Elinizden geliyorsa jürinize girmemesine hele danışmanınız hiç olmamasına gayret edin.,0.0
Bilişim Teknolojileri,lise,4.6,3,5,5,5,5,Hocamın ders anlatışı çok güzel. Çok güzel ders anlatır.,1.0
Bilişim Teknolojileri,lise,4.6,3,5,5,5,5,Kendisini çok ama çok seviyorum. Ne yazık ki bugün askere gitti ve çok üzüldüm. Buna karşı çıkamayız tabi ama onsuz zor bir zaman geçeceği kesin. Çok alıştık kendisine. Çok severek ve isteyerek ders anlatıyor. Zaten onu diğer hocalardan ayıran tek özelliği bu olsa gerek. Her zaman kalbimizde olacak.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.8,4,5,5,5,5,Ahmet Hocam emeğin ta kendisi.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.2,2,5,5,5,4,Ne öğrendiysem ondan öğrendim. Çok zorlar ama dersinin hakkını verir. Sürekli mezuniyet sonrası karşılaşabileceğimiz durumları söyler ve de haklı çıkar  ama kimse öğrenciyken algılayamaz. Benim gibi mezun olunca anlar ama iş işten geçer. İyi ki varsın Fatih Hocam. Seni anlamak geleceği kurtarmak.,1.0
Yabancı Diller Yüksekokulu,üniversite,4.6,4,5,5,4,5,Dersi otuz dakikada işlesek yine de dolu dolu geçiyordu. Bana çok şey kattığını düşünüyorum. Gelecek kurlarda karşılaşmak dileğiyle. :),1.0
Eğitim Fakültesi,üniversite,4.4,2,5,5,5,5,"Dersini layığıyla anlatan ve öğreten yegane öğretmenlerden. Kendisinden çok şey öğrendim. Çok teşekkür ediyor, ellerinden öpüyorum.",1.0
Matematik,lise,4.0,2,5,5,3,5,"Çok sevilir. Hoca king, diyecek bir şey yok.",1.0
Coğrafya,lise,2.8,3,2.5,2.5,3,3,Gerçekten berbat denilebilecek bir hoca.,
Yabancı Diller Yüksekokulu,üniversite,4.2,2,5,5,4,5,Hiç abartısız çok kısa bir zamanda hayatımda en çok değer verdiğim hocalar arasına girebildi ve ben inanıyorum ki tıpkı unutmadığım Güneri Çolakkaya gibi sayın Dicle Erbay'ı da asla ve asla unutmam. Düşünsenize sırf dersine yetişebilmek için bu gece İstanbul'dan Ankara'ya yol alacam. Saygı ve sevgilerimle.,1.0
Eğitim Fakültesi,üniversite,3.6,4,3,4,4,3,Sınavları çok zor.,1.0
Fen Edebiyat Fakültesi,üniversite,2.0,1.5,1,1,3.5,3,"Ders saati boyunca (50 dk) sandalyesinden kalkmadan hakkında fikri olmadığı dersin kitabını öğrencilerine okuyabilen, sorulan hiç bir soruya cevap veremeyen, araştırma konularını o konularda otoriteymiş gibi gösterip aslında kendi eksikliklerini kamufle eden sistem hatası.",0.0
Rehberlik,lise,5.0,5,5,5,5,5,Gayet yapıcı.,1.0
Fen Fakültesi,üniversite,5.0,5,5,5,5,5,En sevdiğim hocam.,1.0
Eğitim Fakültesi,üniversite,2.8,5,1,1,2,5,Ders anlatırken çok dağınıktır. Her konudan bahseder. Kendini yakan öğrencilere bol not verir. :),
Türk Dili ve Edebiyatı,lise,4.2,3,5,5,3,5,Hocam gerçekten tüm okullar bitene kadar aklımda kalan tek hocamsınız. Size hayırlı ve uzun ömür diliyorum.,1.0
İngilizce,lise,1.0,1,1,1,1,1,Pek iyi değil.,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Tek kelimeyle mükemmel. Onun tecrübe, deneyim ve bilgilerinden yararlanabilen öğrencilerdeniz. Dersi sadece müfredata değil, tekniğe ve uygulamalara dayandırabilecek kapasitede.",1.0
İngilizce,lise,4.6,4,5,5,4,5,Gördüğüm ve tanıdığım en iyi hocadır.,1.0
Biyoloji,lise,3.4,5,3,4,3,2,İyi bir hocadır. :),
Coğrafya,lise,5.0,5,5,5,5,5,Okulumuzdaki en iyi hocalardan birisi.,1.0
İngilizce,lise,4.6,4,5,4,5,5,Hocam herşey için çok teşekkürler.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Vedat Hocam, öğretim hayatım boyunca karşılaştığım en mükemmel eğitimci. Eğitim hayatımdaki en büyük şansım Vedat Hoca'yı tanımak oldu. Dersi değil hayatı öğretiyor, öğrencilerini hayata katıyor. Gelecekte kararlı, misyon ve vizyon sahibi olmak istiyorsanız mutlaka ders alın.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.92,4.69,4.98,4.95,4.96,5,"Vedat Hocamı bu sene tanıdım ve de tanıdığım için mutluyum. Dersleri öğrenciyi ""Off artık ders bitse de gitsek"" psikolojisine sokmadan işlediği için sonsuz teşekkürler. Çok donanımlı ve aktif. Ondan çok şey öğreniyorum şahsım adına. Başarılarına daha çok başarı eklemesi temennisiyle. :-)",1.0
Ziraat Fakültesi,üniversite,4.8,4,5,5,5,5,Tek manasıyla şahane bir hoca.,1.0
İletişim Fakültesi,üniversite,4.7,3.5,5,5,5,5,"Yeniyüzyıl İletişim'de hocadır. Okula ilk geldiğimde kendisini öğrenci sanıp epey peşinden koşmuştuk. Genç, güzel, sempatik. Keşke her hoca böyle olsa, devamsızlık sorunu ortadan kalkar. Ofisinde her zaman kendisini bulabilirsiniz ve hep yardıma hazırdır ama sınavlarda durum değişir, çok sert olur, çok.",1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,Çok değerli bir hocadır. Değeri bilinmeli.,1.0
Eğitim Fakültesi,üniversite,4.27,4.67,5,3.67,5,3,"Eğitim hayatımda gördüğüm öğrencileri arasında en adaletli davranan öğretmendir İhsan Nuri Demirel. Bir öğretmen model ise ve bu modeli öğrenci kendine görerek, yaşayarak örnek alıyorsa, işte bu model ancak ve ancak İhsan Nuri Demirel olursa anlamlı olur.",1.0
Tarih,lise,4.6,4,5,5,4,5,"Nil Hoca'nın tarih dersine alışan bir öğrenci, kesinlikle başka bir hocadan tarihi bu kadar kolay bir şekilde anlayamaz.",1.0
İngilizce,lise,4.4,4,5,4,4,5,Tek kelimeyle okulun en tatlı hocası! <3,1.0
Matematik,lise,3.4,3,4,4,5,1,Cumhuriyet Lisesi'nin kaliteli nadir hocalarından.,
Biyoloji,lise,4.8,4,5,5,5,5,Gizem Güven'in öğretmeni.,1.0
Mühendislik Mimarlık Fakültesi,üniversite,3.0,2.5,3,3.5,3,3,Hayatımda 10 puandan fazla not alamadığım tek hoca.,
İngilizce,lise,5.0,5,5,5,5,5,"Hocam sizi çok özledim. Bana hep ""inci tanesi değerindeki o gözyaşların neden akıyor?"" derdiniz. Bana iyi bir ögretmen, iyi bir anne, iyi bir dosttunuz. Sizi çok seviyorum. Öğretmenler gününüz kutlu olsun.",1.0
Fen Edebiyat Fakültesi,üniversite,4.0,3,5,5,3,4,"Okulumuzun Sosyoloji Bölümü'ndeki en bilgili, en bölümüne hakim, derslerini en sevdiğimiz hocamızdır kendisi. Her sosyoloji öğrencisi İbrahim Hoca'dan ders alabildiği için şanslı hissetmelidir kendini.",1.0
Bilişim Teknolojileri,lise,5.0,5,5,5,5,5,Tam anlamıyla harika bir hoca. :),1.0
Muhasebe ve Finansman,lise,5.0,5,5,5,5,5,Mükemmel.,1.0
Felsefe,lise,4.6,3,5,5,5,5,Öğretmenler gününüz kutlu olsun. Sizden çok şey öğrendim ve şimdi ben de öğretmenlik yapıyorum. Hakkınızı helal edin.,1.0
İngilizce,lise,5.0,5,5,5,5,5,Onu çok seviyorum.,1.0
Ziraat Fakültesi,üniversite,4.8,4,5,5,5,5,Yorum yok.,1.0
Tarih,lise,5.0,5,5,5,5,5,Öğretmenler gününüzü en içten dileklerimle tebrik ediyorum. Sağlık ve mutluluklar diliyorum. Efe ve Emir.,1.0
Felsefe,lise,3.0,3,3,3,3,3,Hocam Vefa Lisesi'nden ayrılmış. Şimdi hangi okuldadır kimbilir.,
Felsefe,lise,4.8,4,5,5,5,5,"Çok kafa adam. Hayatımda tanıdığım önemli insanlardan. Tüm öğrencileri onun farkının farkında. Felsefeyi değil, düşünmeyi öğretiyor.",1.0
Bilişim Teknolojileri,lise,4.2,2.5,3.5,5,5,5,Nam-ı diğer Fetoshop diye bilinen hocamız Photoshop konusunda üstad.,1.0
Mühendislik Fakültesi,üniversite,1.2,1,1,1,2,1,Hoca konuyu kriptolayıp anlatıyor.,0.0
Fen Edebiyat Fakültesi,üniversite,1.0,1,1,1,1,1,Hocam çok iyi ders anlatıyorsunuz.,0.0
Kimya,lise,4.2,2,5,5,4,5,Dünyanın en iyi kimya öğretmeni. Benim de kimya mühendisi olmamda emeği çok büyük.,1.0
Meslek Dersleri,lise,5.0,5,5,5,5,5,"Çok saygıdeğer, bir o kadar da kıymetdardır benim hocam. Ellerinden öpmek gerek.",1.0
Makina Teknolojisi,lise,5.0,5,5,5,5,5,İyi biri.,1.0
Coğrafya,lise,4.4,3,5,4,5,5,Çok iyi bir hoca.,1.0
Edebiyat Fakültesi,üniversite,3.6,5,5,2,4,2,Hocamızı seviyoruz.,1.0
Din Kültürü ve Ahlak Bilgisi,lise,5.0,5,5,5,5,5,Şeker'in şeker hocası.,1.0
Tarih,lise,5.0,5,5,5,5,5,Türk Silahlı Kuvvetleri'nde görev yapmamı benim için çok değerli hocama borçluyum. Evet borç var fakat ödemek konusunda muzdaribim.,1.0
Matematik,lise,4.4,3,5,5,4,5,Matematiği o kadar çok seviyor ki biz de onun sayesinde seviyoruz.,1.0
Bilişim Teknolojileri,lise,4.2,3,5,4,4,5,İyi bir hoca.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,"Çok iyi, müthiş bir hoca.",1.0
Biyoloji,lise,3.4,1,4,4,5,3,Yorum yok.,
Biyoloji,lise,4.6,4,5,5,4,5,Sizi çok seviyoruz. Çok iyisiniz.,1.0
Fen Edebiyat Fakültesi,üniversite,3.2,3,4,3,2,4,"Tipi Aydemir Akbaş'a, sesi Tuncel Kurtiz'e benziyor. İyi ve anlayışlı biri. Bir insanı çok kolay çözebiliyor. Öğrenciye vermek istediği şeyler tam anlamıyla anlaşılabilir olduğu sürece doğru ve kesinlikle hayat için iyi bir yoldur. Bence olması gereken hocadan çok hayatta gerekli olan biri.",
İngilizce,lise,5.0,5,5,5,5,5,Dönem ödevleri ve kendisi ile iyi geçinenleri hayatta bırakmaz. Çok iyi bir öğretmendir kendisi.,1.0
Matematik,lise,4.8,4,5,5,5,5,Çok iyi bir öğretmendir kendisi.,1.0
Felsefe,lise,4.2,4,5,4,4,4,Dersini iyi anlatır.,1.0
Tarih,lise,4.2,3.5,4.5,4.5,5,3.5,Tarihi olayları sanki olayın içinde gibi anlatıyor. Anlatımda en iyi hocadır kendisi.,1.0
Matematik,lise,4.8,5,5,5,5,4,Bazı hocalar gibi değil. Sınıfa girdiğinde herkes kendi kendine susuyor. Genç yaşına rağmen baya bir oterite yapmış sınıflarda.,1.0
Türk Dili ve Edebiyatı,lise,2.3,1.5,2,3.5,3,1.5,Sınav kağıtlarını toplarken öyle bir bağırıyor ki...,0.0
Coğrafya,lise,3.7,2,4.5,4.5,4.5,3,Sınavları biraz zor.,1.0
Beden Eğitimi,lise,5.0,5,5,5,5,5,Genelde 4 veya 5 verir karneye.,1.0
Kimya,lise,3.6,3,4,4,3,4,Dersi iyi anlatır ve kendisi çok iyi saz çalar.,1.0
Matematik,lise,3.2,3,2,2,5,4,Bu öğretmenle iyi anlaşanlar kesinlikle geçer.,
Biyoloji,lise,4.6,5,4,5,4,5,Çok iyi bir öğretmendir kendisi.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.1,1,3,3.5,4.5,3.5,En iyi ve en sevdiğimiz hocamızdır. :),
Felsefe,lise,3.8,5,5,5,1,3,İllüminati karşıtı gezer.,1.0
Eğitim Fakültesi,üniversite,4.6,5,5,3,5,5,Çok iyi hocadır.,1.0
Tarih,lise,4.0,3,5,4,3,5,Hocamızın ders anlatımı çok anlaşılır olmakla beraber tane tanedir.,1.0
Matematik,lise,1.0,1,1,1,1,1,Tek kelimeyle kötü.,0.0
Fizik,lise,2.2,1,3.5,3,2,1.5,Emekli olması için dua etmekten başka şansı yok bence öğrencilerin.,0.0
Matematik,lise,4.8,4,5,5,5,5,Hocamın ders anlatımı ve alanındaki bilgisi sayesinde konuyu anlamakta hiç sıkıntı çekmezsiniz.,1.0
Biyoloji,lise,3.6,3,3,3,4,5,Hocam hayatta gördüğüm en iyi niyetli ve tam hanımefendi bir öğretmenimizdir. Öğrencilerine davranışı da çoçuklarına gösterdiği davranış gibidir.,1.0
Kimya,lise,4.6,3,5,5,5,5,Hocamız alanında on numaradır. ,1.0
Fen Edebiyat Fakültesi,üniversite,1.0,1,1,1,1,1,"Kesinlikle almayın. Ders anlatamaz, bir de üstüne bırakır ve haksız bırakır. Hocayla konuşursunuz, size ""devamsızlıktan ben bıraktım canım"" yalanı yapar. Ama diyeyim almayın.",0.0
Mühendislik Fakültesi,üniversite,1.0,1,1,1,1,1,"Kesinlikle almayın! Çok methini duyarsınız, acımaz bırakır.",0.0
Mühendislik Fakültesi,üniversite,3.0,1,3,5,5,1,"Bazen ne yapmak istediğini çözemediğim, bırakma ihtimali olan hocadır. Okulun zorlaşması için çaba içerisindedir.",
İngilizce,lise,4.6,3,5,5,5,5,Hocam herşeyde çok başarılısınız. Mutlu yaşamlar dilerim.,1.0
Güzel Sanatlar Fakültesi,üniversite,1.0,1,1,1,1,1,"Bu hoca gerçekten çift karakter. Ders anlatırken şirin, sınavda kül yutmaz.",0.0
Fen Fakültesi,üniversite,5.0,5,5,5,5,5,En şeker hocamız.,1.0
Fen Fakültesi,üniversite,2.9,2,4,3.5,2.5,2.5,İstatistik Bölümü mat 1 ve mat 2 derslerine giriyordu. Tüm vize ve finallerinden 25er puan almış da olsam hepsini yaz okulunda verdim. Ancak yoklamaya çok önem verirdi. 8:30'daki ders için 1-2 dakikalık gecikmeyi affetmediği çok oldu.,
Fen Fakültesi,üniversite,4.6,5,4,4,5,5,Hala ders veriyor ancak emekli olmak üzere bu hocamız. Bundan sonra kayıt olan istatistik öğrencileri Onur Hoca'yla ders yapmamış olmanın şanssızlığını yaşayacak.,1.0
Fen Fakültesi,üniversite,1.4,1,1,1,3,1,Sınavda puanlaması olsa iyi olacak demiş bir arkadaşımız ama maalesef hocamız en çok  yapılan soruya en az puanı veriyor. :),0.0
Fen Fakültesi,üniversite,2.2,2,1,1,5,2,Her sene aynı şeyleri yazdırıyormuş bu hocamız ama ona rağmen not tuttuk.,0.0
Türk Dili ve Edebiyatı,lise,4.2,4,5,4,4,4,Sevdiğim hocalardan.,1.0
Kimya,lise,1.0,1,1,1,1,1,Anlatımından hiçbirşey anlamadığım bir adam.,0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,Dersi hem anlamak hem de yüksek notla geçmek istiyorum diyenler için tam bir aspirin. Dersleri anladınız ama sınavınız kötü mü geçti? Samimi bir şekilde derdinizi anlatın hemen yardımcı olur. İyi ki varsın Zeynep Hoca.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,4.4,4,5,5,4,4,Muhasebe derslerini bu kadar iyi anlatacak bir hoca daha olduğunu sanmıyorum. Çok tecrübeli ve karşı tarafla empati kurmayı bilen bir hoca. Dersin bu hocadan alınmasını tavsiye ederim.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,1.4,3,1,1,1,1,"Hep yurtdışında. Sınavlarını da asistanı okur, o puan verir. Asistanla iyi geçin, yüksek notu kap.",0.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.4,1,5,5,4,2,Bilgisini karşı tarafa aktarmada çok başarılı bir hoca fakat sınavları çok zor.,
İktisadi ve İdari Bilimler Fakültesi,üniversite,5.0,5,5,5,5,5,Okuldaki en bilgili hocalardan biri. Bilgisini karşı tarafa aktarmada çok başarılı. Anadolu Üniversitesi'nde okuyupta Muharrem Hoca'dan ders almamak hata olur diye düşünüyorum.,1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.9,4,4.5,4,4,3,"Çok iyi ders anlatır, çok şey öğretir, bölüme neden geldiğinizi Burhan Hoca'nın dersinde anlarsınız. Fakat samimi öğrencileri vardır, onları kayırır. Sebepsiz yere size çaktırmadan kafayı takabilir.",1.0
İktisadi ve İdari Bilimler Fakültesi,üniversite,3.6,1,3,5,4,5,"Ders zor, hoca derste çok ciddi fakat sınavlarda ve normal hayatta çok iyi ve yardımsever. Okulun en bilgili ve başarılı hocalarından.",1.0
Almanca,lise,3.27,2.67,3,3.67,3.67,3.33,Yorum yok.,
Muhasebe ve Finansman,lise,4.0,2,5,3,5,5,"Bu hocayı oylamayan yeni nesle ne diyeyim. Mesleğine adanmış, iyi niyetli, saf, temiz.  Yüzyıl geçse unutulmayacak, sevimli. Yav gidin tanıyın işte, ne bileyim. Sığmazki ufacık boyuyla buralara.",1.0
Fizik,lise,3.8,3,5,5,2,4,İnci Hocamızı herkes çok sever.,1.0
İngilizce,lise,4.7,3.5,5,5,5,5,"Bugüne kadar gördüğüm en yardımsever, sevecen insan. Süper bir öğretmen olmasının yanında çok iyi bir dosttur. :)",1.0
Tarih,lise,4.3,2,5,4.5,5,5,"Dersi eğlenceli kılan, teknoloji düşmanı, sevecen bir öğretmen. :)",1.0
Beden Eğitimi,lise,4.6,3,5,5,5,5,Öğretmenliğinin yanı sıra abiliği ve dostluğu da paha biçilmezdir.,1.0
Matematik,lise,4.6,3,5,5,5,5,Çok iyi öğretmendir.,1.0
İngilizce,lise,4.6,3,5,5,5,5,"Tanıdığım en düzenli, en yardımsever, en canayakın öğretmen.",1.0
Türk Dili ve Edebiyatı,lise,4.2,2,5,5,4,5,Çok değerli ve saygıdeğer birisidir Nebi Hoca.,1.0
Coğrafya,lise,5.0,5,5,5,5,5,Oy vermek bana düşmez ama sırf lisede gözüne girmeye en çok önem verdiğim hocam için kaydoldum. :-),1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,:),1.0
Türk Dili ve Edebiyatı,lise,5.0,5,5,5,5,5,:),1.0
Fransızca,lise,5.0,5,5,5,5,5,:),1.0
Teknik Eğitim Fakültesi,üniversite,2.4,4,1,1,4,2,Olsa da olmasa da olur. Kimseye bir şey kattığını sanmam.,0.0
Teknik Eğitim Fakültesi,üniversite,3.0,2,4,3,4,2,Üniversitede olduğumu hatırlatan tek hoca.,
Teknik Eğitim Fakültesi,üniversite,2.4,4,1,1,3,3,Hani olmasa da olur.,0.0
Teknik Eğitim Fakültesi,üniversite,2.0,3,1,2,3,1,İyi bir hoca ama öğrenciler ile ilişkisi çok iyi değil.,0.0
Matematik,lise,4.6,3.5,4.5,5,5,5,Yorum yok.,1.0
Eğitim Fakültesi,üniversite,2.8,2,2,2,4,4,Başarılı.,
Mühendislik Fakültesi,üniversite,3.1,3.5,3,3,3,3,Çok mükemmel bir hoca.,
Fen Fakültesi,üniversite,4.6,3,5,5,5,5,"Hocamız genç yaşına rağmen pek çok yayına sahiptir. Kendisinin eşsiz bir bilimadamı olduğunu düşünüyorum. Gerek insancıl yaklaşımı gerekse ders anlatımındaki akıcılık hocamızı daha bir üstün hale getiriyor. Sizi çok seviyoruz, her zaman şans sizinle olsun. Sevgiler...",1.0
Türk Dili ve Edebiyatı,lise,4.48,4.33,4.58,4.58,4.42,4.5,Gerçekten çok iyi bir öğretmen.,1.0
Yabancı Diller Yüksekokulu,üniversite,4.4,2,5,5,5,5,Tek kelimeyle harika Serkan Hocamız.,1.0
Meslek Dersleri,lise,4.6,3,5,5,5,5,"Ruhu muhabbet mühürü ile damgalı, kalbi kutsal davayla sevdalı, sinesi his, heyecan ve şükür notalarıyla örülmüş güzel insan. Allah dostu. İslam mefkuresini benimseyen, benlik davasını terk edip sadece yüce Allah (c.c)'nin rızasını kazanmak için hizmete koşan değerli hocam.",1.0
Tarih,lise,4.87,4.33,5,5,5,5,Tek kelimeyle mükemmel. Böyle hoca zor bulunur.,1.0
Tarih,lise,4.8,4,5,5,5,5,Çok mükemmel bir hoca ve ben Erdal Hoca'yı çok seviyorum. Allah herkesin başına böyle bir hoca versin. :),1.0
